sold_date,price,beds,baths,area,lot_size,year_built,hoa_month,town,municipality,long,lat
2023-07-27,219050,3,2,1771,0.3600091827364555,1855,,Caroline,Unincorporated,-76.34511129893775,42.393925152771594
2023-07-13,515000,4,2.5,2304,1.2899908172635446,1971,,Dryden,Unincorporated,-76.37679992760384,42.42800751296404
2023-07-10,275000,4,3,3630,1.9600091827364554,1971,,Dryden,Unincorporated,-76.42179608498672,42.40175424686399
2023-07-03,315000,4,2,1771,0.6100091827364554,1975,,Caroline,Unincorporated,-76.40995252131832,42.393664412070535
2023-06-30,740000,4,3.5,3467,0.7899908172635446,2007,,Ithaca,Unincorporated,-76.46888039191872,42.401507600041946
2023-06-27,190000,3,2,1680,1.6899908172635445,1987,,Dryden,Unincorporated,-76.43142261855733,42.40444153284046
2023-06-22,180000,2,1,1580,1.7399908172635445,1860,,Danby,Unincorporated,-76.4619326076444,42.341066398288405
2023-06-21,459000,3,3,2300,6.919995408631772,1979,,Dryden,Unincorporated,-76.38643818686712,42.42139946108928
2023-06-20,363000,2,1.5,1232,0.03000459136822773,1985,285,Ithaca,Unincorporated,-76.46630136774701,42.42389370374861
2023-06-20,363000,2,1.5,1232,0.03000459136822773,1985,285,Ithaca,Unincorporated,-76.46630136774701,42.42389370374861
2023-06-20,308000,2,2,768,1.1800045913682278,2005,,Dryden,Unincorporated,-76.43388263110306,42.404075850997266
2023-06-15,199500,1,1,775,2.519995408631772,1995,,Danby,Unincorporated,-76.43777182153204,42.29841601619798
2023-05-31,555000,4,2.5,2654,1.3300045913682277,2005,,Dryden,Unincorporated,-76.37549012311864,42.42098866556116
2023-05-31,132000,3,2,1792,4.839990817263544,1996,,Danby,Unincorporated,-76.42138314460979,42.38271280250781
2023-05-30,340000,3,1,1864,1.3600091827364555,1976,,Caroline,Unincorporated,-76.38848704558508,42.3948704196126
2023-05-18,342000,3,1.5,2092,0.23000459136822773,1850,,Caroline,Unincorporated,-76.38942991531981,42.381627762047366
2023-05-15,282000,4,2.5,2266,0.41999540863177226,1960,,Caroline,Unincorporated,-76.32657669065283,42.393589581823285
2023-05-12,726000,6,3.5,3736,3.3699954086317723,1875,,Dryden,Unincorporated,-76.41702172112689,42.41801813704659
2023-05-12,75000,3,1,1456,0.9199954086317723,1960,,Danby,Unincorporated,-76.440747009426,42.330267635325235
2023-05-09,280000,4,3,2055,2.3100091827364553,1973,,Danby,Unincorporated,-76.42346180293856,42.38409429124366
2023-05-05,213270,1,1,950,,1985,285,Ithaca,Unincorporated,-76.46515158177635,42.42388284764497
2023-05-04,530000,4,3,2551,1.5399908172635446,2003,,Dryden,Unincorporated,-76.37311567571953,42.421420055542505
2023-04-28,1312630,3,2.5,2800,33.61999540863177,2006,,Danby,Unincorporated,-76.430583450569,42.369842717394704
2023-04-21,315000,5,2,2138,0.35,1970,,Ithaca,Unincorporated,-76.45340268424033,42.42481092020784
2023-04-18,360000,4,2.5,2158,0.2,1986,,Ithaca,Unincorporated,-76.46734021473291,42.42773948820682
2023-04-18,297000,2,1.5,1232,0.15,1986,285,Ithaca,Unincorporated,-76.4675169433922,42.4255418021899
2023-03-27,527050,3,3,2771,10.580004591368228,2002,,Danby,Unincorporated,-76.42320616472246,42.369172536934784
2023-02-28,565000,2,4,1155,161.95,1998,,Caroline,Unincorporated,-76.2563625774664,42.34577605039357
2023-02-21,460000,4,3,3200,50.65,1990,,Spencer,Unincorporated,-76.4541057139064,42.26073591426036
2023-02-08,255000,2,2,1247,0.18999081726354453,1988,,Ithaca,Unincorporated,-76.46559331443491,42.42752300245247
2023-01-31,196000,2,1,864,0.01999540863177227,1983,270,Ithaca,Unincorporated,-76.46457928197049,42.42356798997446
2023-01-30,195000,2,1,1056,1.8,1995,,Caroline,Unincorporated,-76.37024807429408,42.40399269503562
2023-01-23,420000,3,2,1999,1.9,1930,,Ithaca,Unincorporated,-76.45140000446578,42.41610826767167
2023-01-13,360000,3,2,1432,1.3300045913682277,2005,,Dryden,Unincorporated,-76.37569447592509,42.421215619657204
2023-01-13,489000,4,2.5,2864,1.4800045913682278,2009,,Dryden,Unincorporated,-76.37457053548957,42.419967372129
2023-01-13,196000,3,1,1008,0.7899908172635446,1976,,Caroline,Unincorporated,-76.38866751175857,42.39533771526878
2023-01-12,279000,3,2,1800,6.0100091827364555,1988,,Danby,Unincorporated,-76.44129533379044,42.32390603913068
2023-06-28,315000,3,2.5,3072,1.0100091827364555,1975,,Dryden,Unincorporated,-76.29983946972177,42.473361497558535
2023-03-23,115000,3,1,1440,9.55,1975,,Dryden,Unincorporated,-76.27916683090908,42.47524691303025
2023-12-19,270000,3,1,972,0.6800045913682278,1960,,Ithaca,Unincorporated,-76.46588440164803,42.467536987600916
2023-12-13,285000,3,1,960,0.05169880624426079,1915,,Ithaca,Ithaca city,-76.49970431529314,42.45278513897091
2023-12-01,1742000,11,,11619,0.8264462809917356,1912,,Ithaca,Cayuga Heights village,-76.49056682215212,42.45631195174075
2023-11-08,445000,4,3,2390,0.2799816345270891,1970,,Ithaca,Cayuga Heights village,-76.48698599256821,42.467623810774704
2023-10-26,525000,3,2,2725,0.41999540863177226,1957,,Ithaca,Cayuga Heights village,-76.48242652130844,42.46391984140647
2023-10-26,515000,4,2,2544,0.5800045913682277,1937,,Ithaca,Cayuga Heights village,-76.48633368483242,42.46543848774974
2023-10-13,667500,6,5,3202,0.2699954086317723,1902,,Ithaca,Ithaca city,-76.4878061483969,42.45283280149174
2023-09-18,486000,3,2,1730,0.8199954086317722,1960,,Ithaca,Cayuga Heights village,-76.49561918220753,42.46535160814641
2023-09-18,1100000,6,3.5,4295,1.75,1870,,Ithaca,Ithaca city,-76.49512372600128,42.45511903555151
2023-08-28,740000,4,3,2794,0.3320018365472911,1910,,Ithaca,Unincorporated,-76.4713961229776,42.45122173297682
2023-08-22,420000,5,2.5,1892,0.35,1964,,Ithaca,Unincorporated,-76.45878080211935,42.46816940740832
2023-08-17,500000,4,2.5,2570,0.6600091827364555,1955,,Ithaca,Cayuga Heights village,-76.49583839634083,42.465489715630845
2023-08-10,785000,5,4.5,3505,0.75,1934,,Ithaca,Cayuga Heights village,-76.49019508885914,42.46725729726612
2023-07-28,670000,4,3.5,2160,0.5528007346189164,1968,,Ithaca,Cayuga Heights village,-76.48412682647226,42.461978114320736
2023-07-27,487900,3,3,2493,0.3399908172635445,1961,,Ithaca,Unincorporated,-76.4682322426017,42.467006371060144
2023-07-13,438000,3,1.5,1351,0.5600091827364555,1940,,Ithaca,Unincorporated,-76.49626149244365,42.45989363791548
2023-06-29,818000,4,3,2790,0.4800045913682277,1940,,Ithaca,Cayuga Heights village,-76.48647945265137,42.46536939548767
2023-06-23,625500,5,2.5,2436,0.5100091827364555,1922,,Ithaca,Ithaca city,-76.48784719829573,42.45366745440182
2023-06-16,499000,3,2.5,2008,1.2,1935,,Ithaca,Unincorporated,-76.46769609995208,42.4606279368467
2023-05-15,715666,5,2.5,2812,0.9899908172635445,1967,,Ithaca,Unincorporated,-76.47306354161262,42.434904871119755
2023-05-09,1562500,3,3,3382,1.0600091827364555,2008,,Ithaca,Cayuga Heights village,-76.4899625467575,42.463915288067575
2023-05-01,305000,3,2,1188,0.6100091827364554,1955,,Ithaca,Unincorporated,-76.46690257694407,42.46565773768136
2023-04-25,260000,3,1.5,1537,,1935,,Ithaca,Unincorporated,-76.52569952307402,42.45817377367627
2023-04-25,325000,3,1,897,0.23000459136822773,1966,,Ithaca,Cayuga Heights village,-76.49615820139567,42.46667086266791
2023-04-14,650000,4,2.5,2495,0.5785123966942148,1920,,Ithaca,Cayuga Heights village,-76.49293689099731,42.46518674588569
2023-04-06,505000,4,4,3014,0.9,1975,,Ithaca,Cayuga Heights village,-76.48332506433219,42.46493451639072
2023-04-04,495000,4,3,2280,0.5800045913682277,1979,,Ithaca,Ithaca city,-76.52574481128023,42.45356872189837
2023-03-31,386000,3,1.5,1276,0.5199954086317723,1954,,Ithaca,Cayuga Heights village,-76.48704900235778,42.468967768662196
2023-03-15,620000,,,1814,0.28000459136822775,1940,,Ithaca,Unincorporated,-76.52176816937988,42.460390518387065
2023-03-09,405000,,,3300,0.35,1925,,Ithaca,Cayuga Heights village,-76.48828374341348,42.457235932818485
2023-03-09,199000,2,1,768,1.1300045913682277,1924,,Ithaca,Unincorporated,-76.49991704415076,42.46648007261394
2023-02-17,487407,3,3.5,2641,0.7399908172635445,1971,,Ithaca,Cayuga Heights village,-76.49192959074055,42.463450396140985
2023-02-08,248000,3,1,1606,0.6800045913682278,1953,,Ithaca,Unincorporated,-76.53555046716289,42.460336184219216
2023-02-02,599000,2,1,981,0.21999540863177228,1935,,Ithaca,Unincorporated,-76.52534849380562,42.465248593843526
2023-01-20,610000,4,2.5,2464,1.5199954086317722,1952,,Ithaca,Cayuga Heights village,-76.49010769132032,42.46714259676354
2023-01-13,245000,3,1.5,1584,0.46000918273645547,1936,,Ithaca,Unincorporated,-76.52615692270862,42.458312726749924
