sold_date,price,beds,baths,area,lot_size,year_built,hoa_month,town,municipality,long,lat
2022-06-15,930100,4,4.5,3328,0.18000459136822775,1840,,Ithaca,Ithaca city,-76.49562648408167,42.442625197994204
2022-08-31,440000,3,2.5,2240,1.3300045913682277,2000,,Ithaca,Unincorporated,-76.53989905373172,42.41668878828545
2022-06-24,140000,2,1,1984,1.6,1991,,Lansing,Unincorporated,-76.52081021546131,42.55291101010905
2022-11-14,331500,3,2,1416,0.5899908172635445,1930,,Lansing,Unincorporated,-76.50347421230497,42.53340288362898
2022-06-02,138030,2,1.5,1044,0.03000459136822773,2017,,Ithaca,Ithaca city,-76.50214640793416,42.44787790345446
2022-09-06,380000,,,3204,0.45,1975,,Ithaca,Unincorporated,-76.45034357839548,42.47159939710862
2022-06-14,251500,,,2540,1.4399908172635445,1989,,Dryden,Unincorporated,-76.27179784603513,42.520868721044444
2022-05-19,310000,,,2256,1.4600091827364554,1991,,Dryden,Unincorporated,-76.37305369242624,42.49261657176549
2022-04-06,576000,,,2668,,1900,,Ithaca,Ithaca city,-76.48050209803829,42.4417088032538
2022-03-24,617500,,,4389,0.11000918273645546,1975,,Ithaca,Ithaca city,-76.49469056203857,42.437422733564595
2022-08-25,850000,,,4968,4.5699954086317724,1990,,Dryden,Unincorporated,-76.42987702161379,42.45937963750531
2022-03-18,399000,3,1,2253,0.11000918273645546,1920,,Ithaca,Ithaca city,-76.49824729587921,42.433720815532574
2022-03-09,36000,2,1,855,0.16000918273645545,1958,,Ulysses,Trumansburg village,-76.64723279520635,42.54119031902202
2022-03-16,164900,3,1,1296,0.18999081726354453,1920,,Groton,Groton village,-76.37113172255802,42.59164171716249
2022-03-17,405000,4,3,2138,9916,1880,,Ithaca,Ithaca city,-76.48403671832419,42.43761871402302
2022-04-28,400000,3,2,2315,3.7,1987,,Lansing,Unincorporated,-76.49195442463667,42.52666621473926
2022-09-01,230000,3,1.5,1224,0.6899908172635445,1973,,Newfield,Unincorporated,-76.60505683231129,42.35580522691239
2022-08-05,164000,3,2,1344,0.5899908172635445,2003,,Newfield,Unincorporated,-76.58085854685459,42.36394167868662
2022-07-27,362000,5,2.5,2226,0.3600091827364555,1963,,Ithaca,Unincorporated,-76.45688208831156,42.47143317535512
2022-06-17,485000,3,2,1515,0.28999081726354453,1990,,Lansing,Lansing village,-76.48292213151382,42.490437056447085
2022-08-26,365000,4,2.5,2486,0.4800045913682277,1977,,Lansing,Lansing village,-76.49400122586113,42.479327917415624
2022-05-27,402000,3,2.5,2381,2.9699954086317724,1987,,Lansing,Unincorporated,-76.48712643703465,42.500694689745245
2022-03-15,260000,3,1.5,1092,1.1600091827364554,1988,,Lansing,Unincorporated,-76.49286544135428,42.51589538260851
2022-09-26,295000,6,3,1695,0.6300045913682277,1924,,Lansing,Lansing village,-76.50907989063957,42.50895466450911
2022-07-26,186500,3,1.5,1463,0.2699954086317723,1953,,Dryden,Dryden village,-76.29698516341074,42.49820052822408
2022-07-08,299000,3,2,1716,4.3,2000,,Groton,Unincorporated,-76.36196434445206,42.60181001702485
2022-04-06,215000,2,1,935,8.95,1933,,Dryden,Unincorporated,-76.36933371076022,42.49768888446136
2022-06-27,260200,3,2,1748,1.8800045913682277,1972,,Dryden,Unincorporated,-76.40809389855619,42.483358171491915
2022-01-20,275000,4,2,2000,2.4300045913682276,1984,,Dryden,Unincorporated,-76.37676248279531,42.526790055411176
2022-03-08,36000,2,1,900,,2011,,Newfield,Unincorporated,-76.56183213237671,42.372347634123585
2022-06-09,263800,3,1.5,1724,1,1956,,Lansing,Unincorporated,-76.60909540297138,42.60753764949083
2022-03-29,240075,2,2,1659,0.06060606060606061,1890,,Ithaca,Ithaca city,-76.50626124245521,42.4403205291823
2022-05-10,302000,2,2,1898,0.059986225895316804,1870,,Ithaca,Ithaca city,-76.50419248213508,42.441217808747446
2022-06-16,249500,2,1,1080,0.012144168962350781,1975,,Ithaca,Unincorporated,-76.47050951167508,42.43177515756215
2022-10-28,293000,2,2,1414,0.3,1944,,Ulysses,Trumansburg village,-76.66398772028158,42.54606654276383
2022-09-15,360000,2,2,1005,,2018,198,Ithaca,Ithaca city,-76.4990909565958,42.43422172154296
2022-09-28,479000,4,2,2272,0.9100091827364555,1959,,Ithaca,Unincorporated,-76.4809489265753,42.42145193952891
2022-09-16,235000,3,2,1762,5.5,1865,,Caroline,Unincorporated,-76.37683450323055,42.32886902202013
2022-09-23,255500,4,2,1920,1.2199954086317724,2012,,Caroline,Unincorporated,-76.34640623940157,42.3978541236609
2022-09-21,530000,3,2,2313,24.680004591368228,1880,,Dryden,Unincorporated,-76.36277708523538,42.43971926223038
2022-09-30,228000,5,1.5,2088,0.65,1900,,Dryden,Dryden village,-76.29690381294994,42.48929543127141
2022-11-21,298000,4,2.5,1640,1.3300045913682277,1962,,Lansing,Unincorporated,-76.49864446863857,42.61451589139369
2022-11-16,849900,5,1.5,2376,242.2099862258953,1942,,Groton,Unincorporated,-76.28527962811862,42.612205118495574
2022-11-14,615000,4,3.5,3276,16.2,2020,,Dryden,Unincorporated,-76.28722387332195,42.481981108249684
2022-09-19,239000,3,1.5,1222,1.4600091827364554,2002,,Dryden,Unincorporated,-76.33713998210816,42.42762851515334
2022-10-21,300000,4,2,1777,0.08999081726354453,1898,,Ithaca,Ithaca city,-76.50055961892315,42.434267855413914
2022-09-19,95000,3,1,936,4.830004591368228,1970,,Newfield,Unincorporated,-76.59315392144684,42.363684150416326
2022-09-19,320000,4,2.5,2592,0.5,1989,,Dryden,Dryden village,-76.3082290611836,42.489025667013834
2022-09-20,400000,3,2,2364,1.55,1954,,Dryden,Unincorporated,-76.4126219641285,42.43840382478866
2022-09-20,400000,5,2,2066,0.3856749311294766,1965,,Ithaca,Unincorporated,-76.4680330946089,42.47407071974143
2022-09-22,205000,3,2,1635,0.33000459136822774,1880,,Caroline,Unincorporated,-76.34767321542536,42.393922935140814
2022-09-20,470250,6,4,2304,0.13000459136822773,2017,,Ithaca,Ithaca city,-76.50197545835513,42.431399931616355
2022-09-21,484400,,,4132,0.13000459136822773,1890,,Ithaca,Ithaca city,-76.49835276098287,42.435567832888204
2022-09-27,266000,3,2,1273,0.28999081726354453,1955,,Ithaca,Ithaca city,-76.52399171716144,42.4399120985425
2022-10-19,1335000,5,5,3820,0.3199954086317723,1950,,Lansing,Unincorporated,-76.50976639805911,42.48221979718379
2022-10-04,263000,3,1,1700,2.3,1850,,Ulysses,Unincorporated,-76.68275003781284,42.49265093353979
2022-11-04,270000,3,2.5,2002,10.05,1978,,Dryden,Unincorporated,-76.3621945836148,42.51860395078948
2022-10-13,325000,3,1.5,2220,1,1962,,Ulysses,Unincorporated,-76.56426373686993,42.48192613173968
2022-09-22,257500,4,2.5,1890,0.5,1963,,Lansing,Unincorporated,-76.47208374537936,42.515054721945255
2022-10-03,238000,3,1.5,1616,0.9600091827364554,1900,,Lansing,Unincorporated,-76.46445699427028,42.52496501194598
2022-09-29,530000,3,3.5,2500,0.11000918273645546,2021,250,Lansing,Lansing village,-76.47622858683248,42.48889989119855
2022-09-29,475000,3,2.5,2160,4.3199954086317724,1994,,Lansing,Unincorporated,-76.48395125776798,42.500805708315426
2022-09-27,801000,4,4,4250,1,1989,21,Lansing,Unincorporated,-76.51801853564838,42.51331959158881
2022-12-13,350000,2,1.5,1680,0.01999540863177227,1988,244,Ithaca,Unincorporated,-76.47121843538525,42.4322492601144
2022-09-26,450000,4,3,2258,0.3213957759412305,1961,,Ithaca,Unincorporated,-76.47352028218792,42.43759395184789
2022-11-25,175000,3,1.5,1056,0.5,1995,,Groton,Groton village,-76.36831544004465,42.576950649010726
2022-09-26,200000,3,1,1008,2.8699954086317723,1990,,Groton,Unincorporated,-76.35951943009746,42.60085970270613
2022-09-30,102900,5,3,2660,0.65,1850,,Groton,Groton village,-76.37139772259,42.59143361922004
2022-10-25,240000,4,1,2027,1.35,1860,,Dryden,Unincorporated,-76.29901408477325,42.51847391178421
2022-09-28,230000,3,2,1090,0.6399908172635446,1977,,Dryden,Unincorporated,-76.32300918232136,42.5235762313827
2022-10-20,198000,3,1,1638,8.530004591368227,1880,,Danby,Unincorporated,-76.41773760714548,42.351561672297855
2022-11-04,174700,4,2.5,1972,0.4300045913682277,1890,,Groton,Groton village,-76.36472123860997,42.58167172240262
2022-12-09,609000,3,2.5,2390,0.15,1900,,Ithaca,Ithaca city,-76.49383496857398,42.443354556615304
2022-09-28,285000,3,2,1728,0.46999540863177225,2002,,Dryden,Dryden village,-76.29495283589426,42.48414573314725
2022-09-30,312000,3,2,1248,0.28000459136822775,1910,,Ithaca,Ithaca city,-76.49029696336981,42.45457912840669
2022-11-14,349500,4,3,2090,2,1850,,Danby,Unincorporated,-76.50707803085739,42.37210859527516
2022-10-27,205000,2,1,903,0.16999540863177226,1955,,Ithaca,Ithaca city,-76.52076490187974,42.43931000485025
2022-10-21,233405,1,1,1184,6.7600091827364555,1996,,Newfield,Unincorporated,-76.61846722820962,42.383895228145626
2022-10-28,440000,3,2,2100,5.910009182736456,1969,,Dryden,Unincorporated,-76.3725991990033,42.44046651991914
2022-11-18,640000,4,3.5,3629,0.6800045913682278,1997,,Lansing,Unincorporated,-76.48358106969717,42.49589220723664
2022-11-02,240000,3,2,1621,0.5800045913682277,1958,,Lansing,Unincorporated,-76.46923758550848,42.56754355659687
2022-10-04,152000,3,1.5,960,0.9800045913682277,1975,,Danby,Unincorporated,-76.44256054706025,42.30418251270541
2022-09-30,197500,3,2,1696,2.35,1992,,Danby,Unincorporated,-76.51856709195783,42.32077933740713
2022-11-17,525500,3,2,2131,1.1100091827364555,1978,,Lansing,Unincorporated,-76.4879089586209,42.51183536364031
2022-10-31,407000,3,3,1506,0.6899908172635445,1958,,Ithaca,Unincorporated,-76.46646591135722,42.47153414382513
2022-11-18,387500,3,3,2750,2.0300045913682276,2020,,Dryden,Unincorporated,-76.4175320562796,42.48691547919564
2022-10-24,451000,2,2,1888,11.730004591368228,2009,,Dryden,Unincorporated,-76.35469125012736,42.43998069262974
2022-10-04,163000,4,1.5,2614,0.7699954086317723,1887,,Dryden,Dryden village,-76.29510935201726,42.49069735815672
2022-09-02,280000,3,3,2568,0.9,2000,,Dryden,Dryden village,-76.31035379973474,42.49009805573004
2022-12-29,85900,3,1,1176,0.38000459136822773,1900,,Groton,Groton village,-76.36202247661447,42.58057518989611
2022-10-05,607000,2,2,1173,0.21999540863177228,1920,,Ulysses,Unincorporated,-76.5449456251759,42.505291165075704
2023-01-15,395000,3,2.5,2203,1.9800045913682278,2003,,Dryden,Unincorporated,-76.29533068962614,42.53433357214172
2022-10-06,252000,2,2.5,1693,0.5,1968,,Dryden,Unincorporated,-76.35940498681956,42.48391513598262
2022-10-06,245000,4,1.5,1424,,1900,,Ithaca,Ithaca city,-76.5059771000973,42.443246717110284
2022-10-06,220000,3,2,2724,15.260009182736455,1950,,Enfield,Unincorporated,-76.65142772872956,42.472077207625226
2022-10-06,325000,6,3,2464,0.5,1986,,Ithaca,Unincorporated,-76.4696199297209,42.42942351154737
2022-10-06,319000,5,2.5,2156,0.36999540863177227,1985,,Ithaca,Unincorporated,-76.46946389738136,42.42942984373626
2022-10-21,590000,6,2.5,2512,0.4,1905,,Ithaca,Ithaca city,-76.48229324561518,42.45535123197119
2022-10-14,545000,3,3.5,2600,0.11000918273645546,2021,250,Lansing,Lansing village,-76.47622419518922,42.488944571367476
2022-10-21,395000,4,2.5,2400,0.623989898989899,1992,,Ithaca,Unincorporated,-76.53389525578694,42.4407524060892
2023-01-09,439000,4,2.5,2269,0.33000459136822774,1994,,Ithaca,Unincorporated,-76.48377060000318,42.406001434084935
2022-10-17,720000,5,4,3477,0.7600091827364555,2015,,Ithaca,Unincorporated,-76.49861997954812,42.399279067863944
2022-10-07,45000,2,2,1364,,1987,,Dryden,Unincorporated,-76.39266000586444,42.49007907517166
2022-12-15,290000,3,1,1433,0.9600091827364554,1958,,Ithaca,Unincorporated,-76.47528118490115,42.39833348841492
2022-12-12,401000,3,3,2152,2.0699954086317724,1840,,Ithaca,Unincorporated,-76.4763173006218,42.39977249251443
2022-11-14,366500,4,2,2020,0.36999540863177227,1974,,Ithaca,Unincorporated,-76.47343742152326,42.475465845456604
2022-11-03,20000,2,1,840,,1987,,Dryden,Unincorporated,-76.4406209216408,42.45147619421185
2022-10-14,355000,2,1.5,1218,0.10101010101010101,1900,,Ithaca,Ithaca city,-76.50139487895888,42.45064739645917
2022-12-22,339000,1,1.5,1344,3.8600091827364555,2011,,Danby,Unincorporated,-76.43265906957939,42.391802472228555
2022-10-25,180000,3,1.5,1008,0.9199954086317723,1979,,Dryden,Freeville village,-76.3505317011396,42.51880064544712
2022-12-22,490000,3,2,2008,0.5699954086317722,1954,,Ithaca,Unincorporated,-76.47063917994714,42.46573191965069
2022-11-28,160000,4,2,1920,2,1979,,Newfield,Unincorporated,-76.54789609449386,42.35062555334969
2022-11-04,274000,4,2,2352,10.139990817263545,2003,,Groton,Unincorporated,-76.43526496881539,42.5751569584425
2022-12-20,218000,2,1,1115,4.75,1991,,Danby,Unincorporated,-76.41539090814102,42.3493261013609
2022-10-17,299000,3,2,1928,0.15303030303030302,1890,,Ithaca,Ithaca city,-76.49612866019561,42.44748137642179
2022-12-05,111191,3,2,1654,0.45,1960,,Dryden,Unincorporated,-76.38811313428768,42.53181368328338
2022-10-17,419900,3,2.5,2854,2.5100091827364555,1995,,Lansing,Unincorporated,-76.50786832498002,42.539173864690326
2022-12-06,153500,3,1,1375,0.5,1865,,Groton,Unincorporated,-76.29012096074881,42.55259124632641
2022-10-18,450000,4,2,2128,6.3,2005,,Lansing,Unincorporated,-76.49255471494845,42.577776999864774
2022-12-07,365000,6,2.5,2370,0.1,1910,,Ithaca,Ithaca city,-76.50233012949111,42.44456566389943
2022-10-20,175000,3,1.5,1664,0.3443526170798898,1961,,Dryden,Dryden village,-76.30927039832258,42.4900964321503
2022-10-27,720000,3,2.5,3886,1.4,1995,,Lansing,Unincorporated,-76.51128719544596,42.52033203430617
2022-10-20,395000,5,2,3037,0.11499081726354454,1860,,Ithaca,Ithaca city,-76.5020948805332,42.44116306288127
2022-11-07,149000,2,1,928,1.5199954086317722,1850,,Dryden,Unincorporated,-76.41528849260979,42.516970974540286
2022-11-14,315000,3,2,1404,0.7699954086317723,2001,,Ithaca,Unincorporated,-76.5397351365813,42.41660846941944
2022-10-21,224900,2,1,1016,0.5,1957,,Ithaca,Unincorporated,-76.4682981592319,42.42696034190392
2022-10-21,277500,,,1724,0.13999081726354454,1900,,Ithaca,Ithaca city,-76.50416450874732,42.43556544965714
2022-12-02,510000,4,2,1990,1.15,2014,,Danby,Unincorporated,-76.49914124898349,42.38761557667679
2022-10-24,318000,3,2,1400,0.18000459136822775,1968,,Ithaca,Unincorporated,-76.4702283640177,42.429516507236826
2022-11-04,65000,2,1,576,0.3399908172635445,1930,,Groton,Groton village,-76.3628366817158,42.5793047125096
2022-11-30,365000,3,2.5,1883,0.3399908172635445,1988,,Ithaca,Unincorporated,-76.46500761827131,42.427934874710374
2022-11-03,168500,3,1,1446,0.2634297520661157,1865,,Dryden,Dryden village,-76.29573806034163,42.487071143494944
2022-12-02,150000,3,2,1200,1.7,1970,,Groton,Unincorporated,-76.36978269876562,42.598106221503414
2022-11-22,159000,6,2,2289,0.35059687786960514,1865,,Groton,Groton village,-76.36408259532796,42.588657904831884
2022-12-01,545000,6,2,2736,0.2,1915,,Ithaca,Ithaca city,-76.48516182535514,42.45499101526279
2022-12-07,170000,3,2,936,0.4800045913682277,1961,,Ithaca,Ithaca city,-76.51982125005321,42.4526628407546
2022-10-27,356500,3,2,1476,1.6300045913682277,1947,,Danby,Unincorporated,-76.4893209974617,42.36749623985088
2022-12-19,192500,3,1,1592,0.55,1856,,Dryden,Dryden village,-76.29979179105062,42.48965872238368
2022-11-10,150000,,,2272,0.25,1890,,Groton,Groton village,-76.3656992277479,42.58947885119038
2022-12-23,250000,3,1.5,1487,0.11999540863177227,1870,,Ithaca,Ithaca city,-76.50177086842326,42.448069976454896
2022-12-29,136400,3,1,1071,2.3699954086317723,1965,,Enfield,Unincorporated,-76.60145613959625,42.42227020066976
2022-12-21,625000,3,2,2220,4.073989898989899,2007,,Enfield,Unincorporated,-76.59971955911165,42.40052102935948
2022-12-05,350000,4,2,2837,2.8600091827364555,1825,,Groton,Unincorporated,-76.32432459196022,42.59387414733788
2022-12-09,220000,3,1.5,1416,0.6,1970,,Dryden,Unincorporated,-76.37566296662581,42.422602897382816
2022-12-23,205000,3,2,1566,0.7899908172635446,1856,,Dryden,Unincorporated,-76.32830956889465,42.489961945980355
2022-11-03,352000,3,1.5,1376,0.08000459136822773,1860,,Ithaca,Ithaca city,-76.50148738737357,42.446842713816665
2022-11-04,130000,3,2,1232,1.5,2003,,Dryden,Unincorporated,-76.34378337186786,42.498260016035005
2022-12-23,162500,4,1.5,2035,0.21999540863177228,1900,,Groton,Groton village,-76.37132169770237,42.59143474551176
2022-11-02,145000,3,2,1650,0.25,1993,,Enfield,Unincorporated,-76.57823347894606,42.42502771709362
2022-11-09,290000,6,2,1560,0.16000918273645545,1860,,Ithaca,Ithaca city,-76.49619773739232,42.431117688968236
2022-11-16,200000,3,2,1392,0.3399908172635445,1961,,Dryden,Dryden village,-76.30149220546144,42.48303555162899
2022-11-09,467500,6,4,2304,0.13000459136822773,2017,,Ithaca,Ithaca city,-76.50205111407759,42.43135861195166
2022-12-15,385000,4,2,1774,0.3399908172635445,1960,,Ithaca,Unincorporated,-76.45828670475109,42.47407831239347
2022-12-15,140000,4,2,2376,1.6399908172635445,1945,,Ithaca,Unincorporated,-76.50081496649452,42.40141561692605
2022-11-10,335000,5,2,2381,0.11000918273645546,1930,,Ithaca,Ithaca city,-76.49871840254785,42.43450941794479
2022-12-16,242000,3,2,1248,1,1990,,Dryden,Unincorporated,-76.36109344837806,42.51851725660736
2022-11-17,180000,3,1.5,1884,1.7899908172635446,1970,,Dryden,Unincorporated,-76.39537606702558,42.41318121370158
2022-11-18,245000,4,3.5,1692,1.0330578512396693,2004,,Groton,Unincorporated,-76.35531389774273,42.620679645417134
2022-12-22,41000,2,1,720,0.55,1972,,Enfield,Unincorporated,-76.61065048575216,42.45165573498253
2022-11-10,355000,3,2.5,1900,0.38000459136822773,1983,,Ulysses,Trumansburg village,-76.65160110332968,42.538724062045745
2022-12-09,290000,3,1.5,1236,0.3399908172635445,1970,,Ithaca,Ithaca city,-76.52212026587952,42.44088166652854
2022-11-14,205000,2,1,875,0.7199954086317722,1970,,Ulysses,Unincorporated,-76.64101463727305,42.532025633235584
2022-11-15,158000,3,1.5,1078,0.8264462809917356,1963,,Ithaca,Unincorporated,-76.57226505315205,42.467465314555604
2022-12-09,330000,3,2,1447,0.21000918273645547,1988,,Ithaca,Unincorporated,-76.46535699112322,42.427719400095135
2022-11-15,365000,4,2.5,1868,0.8600091827364554,2008,,Lansing,Lansing village,-76.47184405807317,42.48315520267798
2022-11-15,332000,3,2,1828,0.075,1920,,Ithaca,Ithaca city,-76.4999088461081,42.45350884465667
2022-11-21,195000,3,3,1412,0.7600091827364555,1967,,Dryden,Unincorporated,-76.2878003493701,42.47589530969508
2022-11-17,370000,4,2.5,1920,0.7899908172635446,1992,,Dryden,Freeville village,-76.34990576146517,42.508065900302135
2023-01-03,640000,3,2.5,2658,2.15,1981,,Dryden,Unincorporated,-76.41301402887312,42.44166709131179
2022-12-30,345000,3,2,2166,28.75,1983,,Newfield,Unincorporated,-76.58857016012749,42.29895849887375
2023-01-12,279000,3,2,1800,6.0100091827364555,1988,,Danby,Unincorporated,-76.44129533379044,42.32390603913068
2022-11-18,160000,3,2,1129,0.8899908172635446,1998,,Dryden,Unincorporated,-76.35220386219432,42.44645462233661
2022-11-18,235000,3,2,1272,0.9,1940,,Ithaca,Unincorporated,-76.45879955245611,42.40099990923556
2022-11-18,405000,4,2.5,2000,0.6887052341597796,1950,,Ithaca,Unincorporated,-76.48138188600716,42.39908218159825
2022-11-22,234000,3,2,1356,0.6100091827364554,1946,,Dryden,Unincorporated,-76.37926259569207,42.43391716922787
2022-12-20,195000,3,1,1116,0.6300045913682277,1945,,Caroline,Unincorporated,-76.40396747407493,42.38547817071043
2022-12-23,125000,3,2,1364,2.0300045913682276,1994,,Caroline,Unincorporated,-76.25265295065532,42.331741274136164
2022-11-21,375000,4,2,2176,1.0399908172635446,1845,,Ithaca,Unincorporated,-76.4643516176963,42.40392358557791
2022-11-30,545000,3,4,2640,0.7100091827364554,1994,,Lansing,Unincorporated,-76.48338884502223,42.497100684727684
2022-12-09,424900,3,2.5,2460,11.569995408631772,1992,,Dryden,Unincorporated,-76.26084761340292,42.46265263145476
2022-12-21,385000,4,2.5,2260,1.1,1973,,Dryden,Unincorporated,-76.37676293012451,42.42816561048171
2022-12-23,171500,3,1.5,1022,0.46000918273645547,1852,,Dryden,Unincorporated,-76.43658634335898,42.455639525047324
2022-12-22,369000,3,2,2088,,1900,,Ithaca,Ithaca city,-76.49943159227348,42.446218042815275
2022-12-01,479900,3,2.5,2374,0.45,1993,,Ithaca,Unincorporated,-76.48429667288785,42.401594806707514
2022-12-22,312500,3,2,1355,3.8399908172635446,1976,,Ithaca,Unincorporated,-76.4696855126738,42.403444757108794
2022-12-14,152500,4,2,1184,4.589990817263544,1951,,Dryden,Unincorporated,-76.39881207510696,42.42771503771496
2022-11-29,340000,,,2032,0.5,1955,,Ithaca,Unincorporated,-76.46511944672264,42.47360370176223
2022-12-06,82000,3,2,1260,,2014,,Danby,Unincorporated,-76.44320518683195,42.329914766883505
2022-12-19,375000,3,2.5,1976,1,2004,,Dryden,Unincorporated,-76.41182825144156,42.43847193995212
2022-12-06,363000,4,2,2094,0.9100091827364555,1880,,Ulysses,Unincorporated,-76.67266676107651,42.54678796803081
2022-12-02,279000,3,1.5,1620,0.2699954086317723,1974,,Ithaca,Unincorporated,-76.48853878482262,42.42859164281386
2022-12-08,270000,5,3,2825,0.9600091827364554,1920,,Newfield,Unincorporated,-76.59201487224611,42.36029132124072
2022-12-05,290000,4,2,2500,0.5399908172635446,1973,,Lansing,Lansing village,-76.47348122015002,42.48297225105092
2022-12-08,167000,3,1,1396,1.0100091827364555,1850,,Groton,Unincorporated,-76.29421439962778,42.55404499899485
2023-01-04,265000,4,2,1236,2.6,1959,,Ithaca,Unincorporated,-76.46870756108879,42.407537249558075
2022-12-23,345000,2,2,1474,0.45,1955,,Lansing,Lansing village,-76.48429615372719,42.487681629379125
2022-12-29,375000,3,1,2100,0.4,1907,,Ithaca,Ithaca city,-76.48300441579674,42.437595304025024
2022-12-16,379900,4,2.5,2912,7.719995408631772,2010,,Enfield,Unincorporated,-76.59727787593211,42.43693369032251
2022-12-19,875000,6,6.5,4458,55.06000918273646,1900,,Newfield,Unincorporated,-76.55324191457572,42.362079733491406
2022-12-22,183500,3,1,1288,0.41999540863177226,1972,,Dryden,Dryden village,-76.3010007054912,42.49209918590064
2022-12-28,137000,2,1,1617,1.7100091827364554,1930,,Dryden,Unincorporated,-76.27073653055409,42.52089142294027
2023-01-03,105000,3,2,1512,,2015,,Dryden,Unincorporated,-76.44052756914871,42.453230560380916
2023-01-03,122500,3,1,1464,1.4,1971,,Newfield,Unincorporated,-76.56242318644833,42.334168495877286
2023-01-10,132500,4,2,2079,1.8100091827364555,1996,,Enfield,Unincorporated,-76.60721213048221,42.46590686547102
2023-12-22,213500,4,1.5,2288,0.779981634527089,1976,,Dryden,Unincorporated,-76.33065466279456,42.54461318334771
2023-12-22,160000,3,2,1040,2.4899908172635445,1989,,Dryden,Unincorporated,-76.41456331588255,42.519501556930805
2023-12-22,229900,4,2,1728,0.8491046831955923,1890,,Groton,Unincorporated,-76.28935168669464,42.549965576503816
2023-12-21,395000,6,3.5,3282,0.38000459136822773,1876,,Dryden,Dryden village,-76.30174414580213,42.490045804590395
2023-12-20,28000,3,1,980,,1992,,Dryden,Unincorporated,-76.39266000586444,42.49007907517166
2023-12-14,157500,2,1,960,1.5699954086317722,1959,,Lansing,Unincorporated,-76.5759205000623,42.57088011464435
2023-12-04,65500,3,2,1792,0.03305785123966942,1988,,Dryden,Unincorporated,-76.29436826718613,42.54772770969452
2023-12-01,360000,3,3.5,2614,0.4300045913682277,1990,,Dryden,Dryden village,-76.30754032816358,42.48917553938418
2023-12-01,280000,4,2,2366,1.1800045913682278,1986,,Dryden,Unincorporated,-76.29722797384116,42.478056204361806
2023-11-30,225000,3,1,1390,0.3,1962,,Dryden,Dryden village,-76.29524315806314,42.48326677795463
2023-11-28,1400000,4,4,2914,2.7,1977,,Ulysses,Unincorporated,-76.57284980262851,42.52695767415053
2023-11-27,90900,5,3,2238,0.38000459136822773,1880,,Groton,Groton village,-76.3631090283926,42.58532789953663
2023-11-22,225000,4,1,1206,8.219995408631773,1929,,Lansing,Unincorporated,-76.54260769811306,42.546012035297
2023-11-21,490718,3,2.5,1976,14.789990817263545,1994,,Groton,Unincorporated,-76.42065935183767,42.60605092657984
2023-11-20,275000,4,1.5,2230,0.336455463728191,1940,,Dryden,Dryden village,-76.30201151645441,42.49197847975002
2023-11-17,622500,4,3.5,3969,0.11999540863177227,2012,,Ithaca,Ithaca city,-76.50007011916739,42.45414811191901
2023-11-17,649000,4,3,3262,0.7300045913682277,1958,,Ithaca,Cayuga Heights village,-76.49876071371745,42.47659642202061
2023-11-16,75000,3,1,1188,0.5199954086317723,1966,,Lansing,Unincorporated,-76.49228573006712,42.57178011012877
2023-11-14,310000,4,2.5,1988,0.8899908172635446,1984,,Lansing,Unincorporated,-76.48409503714876,42.523454327814115
2023-11-10,855000,4,2,2560,1.379981634527089,1965,,Lansing,Lansing village,-76.50815189629803,42.49183516628999
2023-11-07,258000,2,1,881,0.9699954086317722,1956,,Lansing,Unincorporated,-76.52462025334606,42.54546477944062
2023-11-06,785000,3,2.5,2478,0.75,1989,,Ulysses,Unincorporated,-76.53929046646856,42.49523912404686
2023-11-03,190000,4,2.5,2524,2.5699954086317724,1880,,Groton,Groton village,-76.36649591458323,42.592288847179454
2023-11-03,425000,3,1.5,1680,1.1399908172635445,1960,,Lansing,Lansing village,-76.47554918410881,42.482863867678645
2023-10-31,229175,4,2,1680,0.9300045913682278,2010,,Groton,Unincorporated,-76.28291100011957,42.593697210327505
2023-10-31,310500,4,2,2658,1.3399908172635446,1964,,Dryden,Unincorporated,-76.35986234588158,42.50482056738594
2023-10-31,310500,4,2,2658,1.3399908172635446,1964,,Dryden,Dryden village,-76.3132544373752,42.49012331124699
2023-10-30,325000,3,2,2310,4.7,2007,,Groton,Unincorporated,-76.41155026914346,42.60504254673263
2023-10-30,262500,3,1.5,1484,1.9,1970,,Lansing,Unincorporated,-76.57761528864029,42.59398049658378
2023-10-27,306000,3,2,1680,1.0399908172635446,2015,,Lansing,Unincorporated,-76.49905663162862,42.53462964563419
2023-10-26,179000,4,2,1765,0.38739669421487605,1959,,Dryden,Dryden village,-76.3036423589738,42.48544539983946
2023-10-26,270000,5,3,1984,0.3464187327823691,1983,,Dryden,Dryden village,-76.29452324013197,42.48807943638635
2023-10-25,27500,3,1,970,,1989,,Dryden,Unincorporated,-76.4289210694483,42.48480702647312
2023-10-25,683000,4,3,4882,11.910009182736456,2001,,Dryden,Unincorporated,-76.26506845226865,42.48847619824318
2023-10-24,315000,3,1.5,1240,2.330004591368228,1968,,Lansing,Unincorporated,-76.57466958775012,42.56968459605179
2023-10-18,275000,3,3,2156,4.25,1977,,Groton,Unincorporated,-76.36565664326609,42.60310897999418
2023-10-18,515000,4,3.5,4340,1.2,2018,,Lansing,Unincorporated,-76.47264254989489,42.52284280852593
2023-10-16,405000,3,2,2891,0.5100091827364555,1967,,Lansing,Unincorporated,-76.469486159963,42.51498370051957
